Name,Potential,Value,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Composure,Marking
V. Janssen,78,8500,182.88,194,35,77,74,75,65,67,54,39,40,75,60,62,59,75,66,83,73,57,77,68,78,19,78,74,39
B. Alemán,75,6500,175.26,174,72,67,60,73,66,76,80,78,71,74,78,80,76,70,65,79,70,71,73,78,66,69,74,69,65
P. Retsos,85,9000,185.42,179,57,26,70,77,26,46,31,29,62,65,69,74,67,72,54,60,74,76,74,33,69,75,37,73,72
J. Hernández,82,9000,175.26,161,58,78,69,67,54,72,43,68,59,65,88,83,71,74,72,73,72,74,76,74,40,23,75,59,44
Rubén Pardo,78,8000,180.34,152,62,68,48,78,42,75,73,73,75,76,64,65,72,75,74,70,65,55,57,73,58,66,69,69,53
P. Goltz,75,2700,182.88,181,55,48,75,64,53,56,73,68,66,62,54,64,54,70,48,70,73,67,85,60,85,70,45,71,75
B. Mechele,79,7000,190.5,176,47,33,78,56,27,46,30,33,54,61,60,65,57,67,57,56,66,73,79,24,76,75,30,65,79
Kaimo Lima,75,2000,187.96,170,70,50,75,74,59,68,52,70,77,70,76,78,60,71,59,79,76,61,77,76,68,76,59,76,74
R. Rodelin,75,7000,193.04,181,75,74,80,72,75,75,69,65,71,77,68,68,69,73,55,73,80,82,76,71,42,54,75,66,44
Bobô,75,4200,185.42,187,66,78,78,69,74,70,53,43,58,68,67,64,69,75,66,79,76,67,79,68,58,29,75,78,23
D. Ba,75,4200,187.96,181,69,74,68,71,74,71,76,73,65,73,72,72,57,74,53,77,76,65,78,68,63,46,78,78,35
Titi,75,4900,187.96,183,40,27,76,44,50,46,49,45,39,66,32,35,47,69,45,69,46,52,88,22,80,79,42,62,74
P. Lasne,75,6500,185.42,170,72,70,65,76,71,73,71,63,76,75,66,72,69,75,66,81,70,75,77,75,72,73,68,70,72
Lekue,78,7000,180.34,159,75,67,62,74,41,76,69,56,67,75,90,84,70,78,73,60,69,79,73,68,67,72,71,66,70
A. Danjuma Groeneveld,84,10500,177.8,172,74,72,44,68,55,79,70,57,63,80,86,83,74,68,66,80,60,78,66,78,55,32,58,73,35
Sergio Álvarez,78,7000,182.88,163,54,60,57,73,59,65,59,52,75,72,70,69,72,75,60,80,73,90,76,73,76,76,70,82,67
M. Cornet,80,9000,177.8,152,67,75,68,73,67,74,68,65,53,74,87,87,81,69,78,80,71,82,68,75,58,35,76,65,34
O. Kharbin,80,9000,185.42,183,54,76,74,62,74,73,64,67,37,71,79,83,81,68,69,79,73,65,71,71,63,23,78,65,55
Y. Ravet,75,6500,177.8,172,76,68,50,75,59,74,74,66,68,73,77,77,78,75,70,80,53,64,66,73,41,40,74,73,38
B. Douglas,75,5500,177.8,154,83,58,62,73,49,65,83,82,68,72,76,76,75,70,73,76,68,86,59,66,71,68,68,70,71
S. Johnstone,80,6500,193.04,187,17,11,17,27,15,16,16,17,35,18,45,36,55,66,27,24,61,42,68,16,24,17,11,32,22
Medrán,81,9000,175.26,157,70,58,61,81,57,71,70,76,80,77,60,63,69,71,71,78,64,62,56,80,45,59,65,64,65
S. Romero,75,6500,177.8,168,64,75,71,71,71,74,71,45,63,75,74,73,78,71,70,78,62,71,74,67,42,26,75,59,25
S. Sinclair,75,6500,177.8,154,66,74,60,72,65,76,72,66,47,74,91,91,90,74,82,76,66,85,62,66,45,44,75,68,46
L. Krejčí,75,7000,180.34,150,78,60,40,78,69,79,79,76,70,78,79,79,79,70,79,76,80,73,47,74,68,45,75,78,56
L. Orbán,74,4400,177.8,174,70,48,64,67,47,57,74,44,64,67,57,69,65,69,51,67,78,68,76,49,79,74,59,71,69
A. Hamdallah,74,6000,177.8,179,64,80,71,66,66,70,74,56,57,73,72,73,65,55,68,76,67,62,75,70,54,20,77,66,29
O. Watkins,81,8000,180.34,154,67,72,58,71,53,77,60,56,59,72,79,85,82,68,73,69,66,66,68,68,34,44,72,54,40
Arribas,74,4400,182.88,168,57,44,71,70,14,48,40,32,58,68,40,54,55,70,57,45,80,63,78,15,77,74,26,66,72
B. Dabo,77,7000,185.42,179,66,62,70,77,60,74,62,58,73,74,68,67,72,68,69,78,82,78,79,68,82,74,70,72,71
L. Sobiech,74,4700,195.58,194,42,48,83,57,39,32,34,26,48,55,45,55,32,74,33,75,43,60,85,31,73,69,47,70,74
Lucas Torró,81,7000,190.5,183,49,53,75,76,46,62,58,52,72,72,65,55,65,69,39,53,43,82,81,50,66,74,53,72,71
J. Vossen,74,5500,182.88,174,66,76,71,73,78,68,71,70,67,73,63,57,73,72,73,75,66,81,66,68,63,46,81,75,56
J. Rodríguez,77,5000,185.42,187,15,11,11,49,11,10,12,11,35,23,55,55,55,65,58,24,74,37,78,10,31,15,10,50,16
Zubeldia,81,8000,180.34,174,59,64,57,77,47,66,65,65,78,73,65,58,64,74,59,63,70,65,67,68,70,75,65,64,65
Da Costa,74,2300,185.42,179,12,13,12,28,11,11,13,11,30,20,42,37,43,72,40,24,54,30,63,11,30,17,10,55,16
S. Ghoddos,79,7500,177.8,174,64,71,64,70,68,73,65,81,59,74,86,80,84,74,90,76,61,79,73,74,63,38,71,73,47
A. Di Gaudio,74,5500,170.18,139,71,66,40,68,54,76,70,34,56,75,88,89,92,70,93,62,56,86,31,68,38,22,66,74,46
N. Milenković,83,7500,195.58,198,67,29,64,65,35,60,30,22,60,61,68,66,40,68,40,60,68,79,82,50,78,74,22,70,76
V. Demirel,74,750,190.5,198,18,14,18,38,13,25,11,15,42,28,32,30,36,71,35,25,70,42,83,12,45,19,12,50,22
L. Cooper,75,5500,187.96,161,45,26,73,65,33,53,31,26,63,61,49,52,57,70,66,52,82,72,79,38,76,75,39,64,71
Edercinho Sepa,74,4200,177.8,168,42,65,73,76,71,64,53,71,77,70,74,76,68,82,68,82,68,77,69,77,66,66,70,69,81
A. Morelos,84,9000,177.8,174,54,74,72,67,49,74,60,26,62,72,79,78,61,65,80,75,77,74,85,63,81,28,78,69,44
J. Chester,74,4400,180.34,174,54,33,73,68,27,60,47,44,61,63,68,72,72,67,71,36,84,67,78,31,72,72,44,73,75
D. Sakho,74,6000,182.88,174,58,77,75,62,70,72,53,62,52,72,71,75,70,72,60,72,78,60,79,64,67,37,73,69,27
Y. Gerhardt,80,6500,182.88,179,72,71,59,79,57,74,65,55,74,77,68,76,68,75,66,75,64,75,75,64,72,73,71,67,73
J. Hoilett,74,5500,172.72,154,71,68,58,68,69,76,69,65,63,75,88,87,85,70,83,76,71,58,63,73,66,45,71,66,20
J. Furch,74,6000,187.96,194,51,77,80,69,66,65,60,48,57,72,49,64,54,68,51,78,75,77,85,69,60,46,79,76,39
S. Gümüş,78,7500,177.8,157,61,75,62,67,66,74,64,59,63,77,87,86,83,70,76,77,68,67,67,73,61,21,72,67,37
Anselmo,74,4400,185.42,181,52,61,62,74,54,63,47,46,72,70,73,69,62,72,72,72,64,78,80,63,76,69,63,68,74
Manquillo,78,6000,177.8,168,73,32,64,71,37,71,72,46,62,74,74,75,71,69,65,69,66,78,64,44,67,72,69,64,67
Daniel Candeias,74,5500,177.8,172,75,64,55,71,63,74,74,69,64,74,90,85,88,69,76,68,60,81,64,66,73,52,69,67,58
U. Račić,83,7500,193.04,179,60,60,70,74,58,66,56,55,72,80,54,65,54,68,52,74,66,76,77,74,69,72,58,64,70
P. Roberts,82,8500,170.18,146,66,68,44,73,52,81,66,49,65,78,79,76,90,63,90,65,44,60,33,67,38,21,71,76,37
Daniel Ayala,76,5500,190.5,185,33,43,79,58,29,66,41,32,60,67,67,66,62,70,54,47,73,74,78,32,80,72,49,65,74
M. Kempf,80,6500,185.42,192,41,31,75,65,30,56,36,39,67,61,65,68,64,69,59,52,90,61,80,38,76,75,33,65,70
R. Khedira,77,6000,187.96,185,42,34,67,77,29,57,38,41,67,68,54,59,59,65,57,58,66,79,79,51,79,74,43,66,69
M. Casco,74,4100,170.18,152,70,58,62,70,21,75,68,58,65,71,85,86,84,68,82,74,80,92,70,67,76,68,71,67,69
Caio Milaçar,74,2800,170.18,148,59,72,47,75,69,75,68,64,60,75,68,66,76,74,85,60,48,67,44,63,41,43,68,79,17
O. Norwood,74,6000,175.26,152,74,58,58,77,69,62,72,75,82,75,59,55,68,69,73,77,64,69,58,73,69,72,59,69,69
C. Träsch,74,4200,180.34,165,73,46,62,73,60,67,65,41,72,70,67,74,66,73,65,78,71,81,74,73,77,76,63,74,72
C. Atsu,75,6500,165.1,143,65,64,47,70,58,76,70,58,62,74,92,88,88,72,92,72,66,68,36,66,43,35,72,64,30
A. Touré,79,6500,182.88,159,73,60,69,71,30,72,67,35,55,73,72,74,64,69,64,55,74,76,74,32,59,72,60,67,70
Eduardo,74,1300,187.96,194,13,20,12,22,11,11,11,14,32,32,42,41,58,64,57,38,73,18,69,18,28,22,11,61,12
E. Krafth,78,6000,180.34,159,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,75,52,72,72
R. Jack,78,6000,182.88,159,59,49,65,75,31,67,63,47,71,74,66,66,70,69,65,61,69,91,73,54,82,72,48,80,70
L. Jara,75,5000,185.42,181,75,41,60,67,52,72,59,40,72,74,69,78,70,69,60,65,71,86,79,70,67,75,69,67,66
M. Andreolli,74,3200,187.96,176,22,16,76,55,23,49,31,18,55,55,44,53,59,65,55,59,85,30,79,24,76,67,33,74,77
A. Chahechouhe,74,4900,175.26,150,69,71,58,75,74,77,60,51,68,77,77,74,77,72,73,76,58,72,62,70,39,40,72,72,25
E. Goldaniga,76,6000,187.96,181,27,22,73,57,26,48,29,33,56,59,43,55,42,70,35,55,79,56,78,41,76,74,13,64,73
Elias Fontoira,74,1700,185.42,163,70,69,66,73,67,74,74,75,74,75,68,72,66,76,69,68,70,74,71,72,65,75,66,82,80
S. Al Faraj,74,5500,180.34,141,72,65,59,78,70,71,71,66,75,75,67,73,81,74,69,74,71,72,73,67,66,67,66,73,69
L. Crisetig,77,7000,182.88,176,62,33,68,78,58,72,61,59,76,76,48,54,67,72,68,70,72,76,76,68,67,73,60,72,68
A. Pritchard,78,7500,170.18,137,70,67,42,74,63,74,75,77,72,76,75,66,75,66,85,76,48,62,32,69,67,40,71,68,40
D. Calvert-Lewin,83,9000,187.96,157,63,69,75,65,63,76,51,42,40,74,78,86,73,71,64,76,78,75,73,61,68,34,71,64,38
Joselu,74,6000,193.04,176,58,72,79,70,71,71,73,62,49,75,58,59,64,74,52,77,67,65,77,68,59,25,78,62,23
Enaldo Praz,74,4100,177.8,161,73,45,68,70,41,61,45,46,69,69,71,73,64,72,65,55,64,81,62,52,79,70,51,68,78
L. Griffiths,74,6000,175.26,170,67,74,68,66,61,72,82,85,46,69,82,80,79,72,76,81,88,72,67,71,66,22,75,68,21
E. Crivelli,80,8000,182.88,174,49,76,78,73,65,65,59,49,59,74,40,54,60,73,41,78,74,72,85,64,87,25,78,68,24
R. Bazoer,82,8000,182.88,163,70,58,63,76,69,75,68,41,74,77,75,74,74,76,74,72,81,76,73,67,71,67,68,72,69
G. Cunningham,75,5000,182.88,154,73,55,70,69,25,70,47,56,67,69,75,77,70,72,69,60,73,79,72,54,82,69,60,72,71
A. Beck,74,3700,180.34,174,69,29,71,73,28,71,77,65,69,72,71,68,71,75,70,70,66,69,69,62,74,73,45,74,76
K. Roofe,76,7000,177.8,143,68,75,72,67,61,71,69,63,59,72,79,80,83,68,78,74,82,75,67,72,60,50,75,69,43
G. Imbula,77,7000,185.42,170,62,51,62,78,28,81,65,38,74,79,70,69,72,62,67,78,69,78,72,76,65,64,70,80,55
C. Njie,77,7500,175.26,150,69,74,66,72,69,73,66,46,64,67,91,94,90,77,82,75,68,76,61,61,66,32,72,71,18
N. Sánchez,74,3200,187.96,181,58,40,78,67,60,55,57,46,64,56,50,52,56,69,49,20,88,79,82,20,74,72,40,69,72
N. Benezet,74,6000,170.18,143,73,72,63,74,63,75,61,43,69,76,78,77,82,70,86,72,59,62,58,70,32,28,73,63,36
O. Şahan,74,4900,177.8,157,64,68,61,76,76,74,74,64,68,74,76,76,82,72,71,74,48,84,59,70,77,58,75,71,67
D. Falcinelli,75,6500,185.42,165,32,78,71,64,65,70,45,33,54,74,69,69,71,73,63,70,70,66,74,64,45,20,77,74,20
L. Moore,78,6000,185.42,190,58,24,72,68,34,62,37,24,66,69,67,74,59,74,66,55,81,78,81,32,77,71,37,71,71
Dani Raba,81,8000,182.88,168,73,73,42,72,52,77,60,42,67,75,75,72,73,65,62,73,52,69,63,70,50,40,74,65,38
B. Poulain,74,4200,187.96,183,43,23,76,69,23,38,35,36,68,56,34,37,47,70,40,25,38,66,80,21,77,79,41,67,78
Y. Nagatomo,74,3700,170.18,150,72,46,57,72,45,65,64,36,63,68,89,75,89,71,91,51,79,78,57,53,67,74,67,66,71
C. Hourihane,74,6000,180.34,137,74,66,57,77,60,65,74,78,71,72,65,68,79,71,76,71,76,88,69,77,75,67,66,68,60
Jailson Caeiro,74,4800,177.8,165,71,51,71,69,58,73,46,49,66,71,77,71,72,73,77,55,71,82,62,52,53,71,59,67,80
M. Bešić,79,6500,180.34,176,45,55,67,76,41,71,52,55,69,77,61,65,73,72,73,59,81,69,74,51,83,68,59,76,73
Alexis,74,3200,182.88,165,57,22,78,71,40,49,49,43,63,64,51,60,61,63,60,67,78,68,77,24,83,72,53,72,74
E. Puch,74,4900,167.64,161,67,71,35,68,49,77,58,50,64,77,82,79,87,72,79,74,65,77,60,70,51,52,72,71,40
C. Coady,77,6000,185.42,176,59,53,65,74,55,61,53,59,76,68,45,46,48,76,52,69,73,74,75,62,71,76,53,74,75
E. Sviatchenko,77,6000,182.88,181,42,39,72,69,36,43,42,34,66,66,63,71,71,68,69,67,85,75,79,61,75,70,60,71,76
Hugo Goiteira,74,4900,190.5,194,41,41,76,66,54,50,53,40,70,55,46,41,33,64,32,72,58,61,88,41,87,72,32,64,77
L. Dimata,82,8500,182.88,183,55,77,72,67,54,74,43,42,36,70,79,81,69,68,63,78,78,71,79,58,66,16,69,67,24
Fábio Melitinho,74,2800,170.18,148,73,72,42,74,73,74,83,75,75,73,45,56,78,76,76,74,48,68,44,75,54,20,74,83,10
R. Quaison,78,7500,182.88,170,67,70,56,74,67,77,64,56,69,77,79,78,72,73,75,70,55,78,74,72,54,55,73,69,39
Luiz Felipe,83,7500,187.96,176,37,22,65,64,32,62,31,35,58,66,72,69,43,75,46,44,68,55,68,26,68,76,28,58,78
T. Sippel,74,3600,182.88,172,14,12,13,33,12,13,15,14,22,19,50,42,48,72,41,24,64,41,65,11,36,15,16,41,12
B. Nuytinck,76,5500,190.5,181,30,32,70,58,40,50,46,34,62,58,34,50,40,68,38,62,64,55,78,36,74,76,28,69,78
J. Buffarini,74,4300,170.18,168,64,53,66,70,47,73,53,59,68,72,86,85,77,71,79,74,74,85,74,69,87,70,69,61,60
Castro,74,5500,180.34,165,66,66,55,74,62,74,71,55,72,75,68,66,77,71,72,84,67,75,77,76,76,69,70,69,63
João Pereira,74,1600,172.72,146,74,58,55,73,52,75,67,55,69,73,71,73,75,70,82,68,75,75,51,61,80,72,69,63,74
Insua,78,6000,187.96,176,37,36,73,72,34,44,42,23,62,65,52,54,54,67,63,43,73,53,75,29,69,72,41,55,74
Míchel,74,5500,182.88,157,75,64,53,80,61,75,71,73,77,79,61,59,69,68,62,73,51,58,63,72,64,58,65,64,66
N. Maupay,80,8000,170.18,152,60,78,64,70,71,68,63,55,59,71,77,70,74,76,79,74,60,71,68,59,74,26,81,66,30
J. Rodríguez,79,7500,177.8,170,62,71,65,67,70,71,58,62,55,70,87,82,75,70,77,79,71,85,74,69,60,35,75,69,23
E. Mor,83,8500,170.18,141,64,69,44,67,65,83,56,38,47,78,88,81,93,66,93,67,65,64,40,66,55,28,69,64,30
Lato,83,7500,170.18,141,80,51,68,72,54,71,72,38,70,72,82,79,71,67,80,64,52,75,57,53,67,69,68,62,70
Fernandão,74,5000,193.04,194,27,76,82,64,76,66,51,47,49,72,42,46,49,73,36,83,48,63,91,62,76,30,77,67,15
O. Martínez,74,4300,165.1,157,65,66,51,75,71,71,75,71,74,80,65,65,76,70,83,78,70,78,68,72,75,60,74,72,57
Suk Hyun Jun,75,6500,190.5,185,58,73,73,59,68,71,68,67,47,76,62,65,65,68,46,85,67,77,82,72,78,29,74,65,41
N. Maksimović,81,8000,182.88,165,55,70,67,78,41,71,59,72,76,72,62,65,65,75,63,66,70,69,73,69,68,75,56,74,75
J. Kembo-Ekoko,74,5500,177.8,172,70,69,56,73,67,80,76,74,60,72,82,80,70,72,68,81,55,59,77,78,64,49,71,66,21
Fabiano Sonta,74,4900,180.34,181,39,33,72,69,46,46,33,49,65,50,47,54,69,73,71,54,62,56,85,43,78,77,37,75,76
A. Ioniţă,74,6000,182.88,161,68,64,74,75,60,70,69,65,74,73,67,68,67,72,69,75,79,79,79,72,73,74,70,71,67
C. Pizarro,74,1600,182.88,185,62,78,76,75,73,76,76,65,74,78,38,34,65,77,54,75,64,50,78,70,68,33,81,86,36
T. Fosu-Mensah,84,8000,185.42,172,64,57,69,72,55,63,60,34,63,67,79,87,73,68,62,69,76,70,78,60,84,73,61,67,72
S. Grandsir,85,9500,167.64,141,75,59,58,73,56,76,74,40,72,71,89,87,90,66,89,71,69,69,58,57,67,45,64,62,44
Dídac Vilà,74,4300,185.42,163,74,32,69,66,46,73,71,37,68,72,70,74,65,67,54,72,72,77,75,61,78,75,66,66,67
A. Ciciretti,78,7500,170.18,137,67,67,43,80,65,75,75,67,73,75,79,79,90,66,80,68,37,62,42,74,44,32,68,82,46
Jorge,80,6500,182.88,132,76,41,53,75,61,75,62,36,66,73,81,77,78,75,62,74,55,78,59,66,59,74,72,68,70
E. Didot,74,1700,175.26,154,78,61,61,79,65,69,69,73,79,74,41,34,67,72,75,65,62,66,62,65,70,71,67,75,70
Marlon Nideiro,74,2800,170.18,146,71,64,42,75,74,75,73,69,60,74,83,75,86,80,90,59,66,68,33,56,39,36,72,74,33
B. Bereszyński,77,6000,182.88,170,70,50,60,68,56,68,60,50,62,70,85,87,76,70,72,64,70,79,69,60,74,70,60,70,66
E. Cardona,75,6500,185.42,207,76,73,60,79,74,77,80,83,73,80,55,63,71,66,68,86,46,72,83,85,79,50,74,70,40
S. Prcić,78,6000,180.34,161,71,62,46,78,58,73,69,73,77,76,62,65,74,65,67,69,54,75,71,63,69,72,60,68,73
Edgar Ié,81,7000,177.8,150,68,32,66,66,38,63,49,60,60,65,76,72,70,65,65,67,91,68,73,55,76,76,35,67,71
F. Đuričić,76,7000,180.34,165,65,64,48,74,69,77,76,69,71,78,76,75,78,73,77,67,73,55,65,65,45,42,67,71,45
J. Boëtius,78,7500,177.8,168,70,70,62,69,65,77,80,60,67,77,88,85,89,69,67,70,67,77,53,73,37,25,65,67,30
F. Mubele,78,7500,172.72,161,58,76,62,64,61,73,59,59,58,72,85,83,89,73,81,76,73,68,74,75,69,45,75,69,34
A. Chávez,75,6500,182.88,176,66,73,69,64,76,74,68,66,62,68,75,79,73,71,66,81,84,82,83,78,80,48,73,78,25
Y. Kaboul,74,3200,193.04,192,56,21,80,64,34,52,44,43,54,59,34,48,49,60,44,75,76,43,84,56,81,74,51,65,69
R. Meggiorini,74,4500,182.88,172,62,74,72,70,69,74,69,60,54,76,75,66,78,75,74,69,76,67,77,60,45,23,78,78,50
Renatinho,74,5500,167.64,150,61,71,58,75,66,80,64,73,68,77,77,76,79,76,91,73,90,73,67,74,42,25,69,68,24
J. Toljan,78,6000,182.88,163,76,39,50,75,41,69,39,32,63,74,89,92,74,67,70,49,84,77,66,38,62,68,56,58,64
S. M'Bia,74,3200,187.96,181,52,56,79,73,47,65,55,51,72,71,67,73,56,66,70,80,73,78,83,60,81,71,65,70,72
Hélton Celanova,74,6000,180.34,203,42,73,76,71,77,63,63,52,53,73,53,56,67,67,58,86,62,60,88,72,52,20,74,74,13
Pol Lirola,80,6500,182.88,165,76,35,65,73,59,74,73,30,67,75,81,81,69,70,74,58,68,72,67,51,70,69,66,71,73
H. Mukhtar,81,8000,172.72,157,68,60,40,74,55,79,60,67,64,79,76,81,89,70,87,73,71,89,53,62,36,43,66,66,47
William,79,6500,170.18,148,76,32,48,75,28,75,64,66,64,76,78,82,78,74,80,76,66,76,65,65,72,77,70,63,68
G. Bong,74,4100,187.96,163,74,29,60,74,16,68,64,35,70,74,63,68,67,72,64,58,70,69,73,53,70,76,63,68,78
J. Geis,77,6000,180.34,179,86,51,65,77,64,59,90,80,79,69,44,42,67,67,73,85,79,65,76,75,75,77,69,69,70
P. Verhaegh,74,1600,177.8,163,74,42,63,74,33,72,62,49,68,71,65,66,67,75,69,66,78,67,69,52,69,79,51,79,78
Jadson Vidigal,74,6000,175.26,154,51,74,70,67,76,62,55,53,52,61,81,78,69,75,67,81,71,61,78,77,55,31,77,65,16
Álvaro Jiménez,81,8000,175.26,157,76,69,48,69,69,79,74,49,64,75,77,77,67,62,72,75,55,75,58,66,57,48,71,62,57
O. Vranješ,75,5000,182.88,165,61,31,73,60,58,52,58,48,54,55,65,69,68,62,68,68,77,69,79,56,91,73,58,66,74
M. Bauer,77,5500,180.34,163,75,34,61,69,32,74,72,60,69,70,78,86,72,76,71,61,72,74,68,57,72,68,67,73,72
F. Castillo,75,6500,172.72,150,65,69,45,61,66,83,75,66,55,77,92,92,91,72,79,76,52,78,59,72,66,43,72,73,40
L. Narsingh,74,6000,177.8,170,74,68,40,71,62,75,69,59,42,75,91,91,80,70,77,65,34,53,65,54,28,20,70,71,20
K. Djidji,76,5500,182.88,179,46,26,70,71,26,62,28,32,70,71,73,69,62,69,66,38,72,62,73,22,73,73,35,70,72
L. Rizzo,75,6500,185.42,176,72,54,62,76,56,78,68,49,72,78,73,77,72,70,58,72,58,77,75,68,64,64,68,70,62
B. Ecuélé Manga,74,4400,185.42,168,56,23,72,62,26,39,35,25,59,59,54,58,31,67,35,43,60,52,81,29,78,78,23,67,70
J. Córdoba,78,7500,187.96,187,55,67,71,67,73,72,60,54,54,70,76,84,66,73,72,86,78,71,89,68,90,45,71,74,42
Edvaldisco,74,4900,182.88,157,71,55,69,72,61,71,62,42,74,73,77,71,61,81,62,64,63,85,71,52,67,67,66,81,74
A. González,80,7500,172.72,154,71,72,65,73,67,72,74,74,70,76,77,81,80,71,75,71,75,83,69,71,53,65,74,73,62
J. Dueñas,74,5500,175.26,161,69,57,68,74,67,71,74,63,70,74,78,75,76,71,75,74,73,91,75,70,81,72,74,73,65
N. De Préville,74,6000,177.8,170,70,74,69,73,74,75,73,73,69,74,78,76,79,72,74,75,68,69,57,72,72,48,74,72,26
A. El Ghazi,80,7500,187.96,198,72,73,70,72,69,79,75,73,54,76,76,82,67,70,52,83,52,72,77,77,55,28,72,69,32
P. Aguilar,74,3100,180.34,148,75,59,67,69,64,68,67,51,68,71,86,78,71,69,64,70,82,90,68,68,75,70,60,73,69
K. Dolly,77,7000,170.18,154,71,66,23,74,60,76,70,68,70,75,84,77,83,67,90,60,67,60,45,74,59,28,65,66,55
F. Mora,78,7500,175.26,159,32,77,71,66,66,72,55,40,64,72,84,78,75,67,69,75,81,71,71,69,39,21,75,68,22
P. Barrientos,74,3400,175.26,152,75,60,63,77,71,78,83,77,73,77,61,61,77,71,76,74,55,50,58,74,65,37,63,79,45
H. Rodallega,74,4500,180.34,159,69,72,74,69,72,75,71,70,60,74,75,75,76,73,75,73,88,77,73,71,54,44,75,74,41
A. Epureanu,74,3800,187.96,187,39,53,81,66,62,56,39,52,59,61,54,41,35,71,36,64,32,63,87,41,70,74,53,69,71
M. Caraglio,74,5500,187.96,190,64,77,80,65,73,70,55,47,55,72,62,37,63,70,49,78,82,70,87,71,73,25,76,75,21
A. Boruc,74,375,193.04,192,12,11,11,25,13,14,13,19,34,18,37,39,40,69,40,21,73,31,69,15,38,25,17,63,15
C. Gordon,74,1300,193.04,183,13,14,15,34,15,11,15,13,27,28,35,35,57,73,51,23,68,25,68,14,33,26,16,51,23
F. Santander,75,6500,187.96,176,56,76,73,69,67,68,55,55,55,72,70,73,75,68,63,75,82,72,80,64,72,33,76,72,32
B. Valdez,77,6000,182.88,174,61,32,80,66,39,47,28,31,52,62,58,72,51,64,54,44,84,81,76,30,66,75,51,65,75
I. Kahveci,78,7500,175.26,148,59,65,55,74,60,78,77,75,72,77,76,78,75,71,79,70,58,71,62,65,65,52,67,71,49
Walace,80,6500,187.96,165,48,58,61,80,76,67,55,52,76,76,68,66,61,72,66,78,57,68,77,76,80,75,56,72,76
R. Shawcross,74,4200,190.5,168,30,39,77,60,35,44,34,24,70,56,42,47,46,73,49,44,70,76,86,28,83,68,26,64,75
B. Martins Indi,77,6000,185.42,168,71,38,74,67,32,54,30,38,68,61,53,55,52,65,60,56,60,65,86,40,83,72,42,68,72
Álvaro García,75,6500,167.64,130,71,68,57,68,49,71,61,50,60,69,92,93,83,78,94,65,87,70,34,63,33,22,75,64,35
Kauã Abranches,74,2800,177.8,154,72,64,43,70,58,72,49,60,58,73,88,82,81,81,75,63,53,76,60,66,49,66,77,68,34
D. Simpson,74,3700,175.26,176,65,27,70,64,50,64,44,32,59,68,63,54,63,82,78,37,77,70,68,54,80,79,58,70,81
R. Sobhi,79,7500,182.88,170,71,61,63,76,61,81,70,63,67,80,71,75,73,66,68,65,58,66,67,65,57,38,73,75,38
P. Gazzaniga,78,5000,195.58,198,21,12,14,32,8,20,33,21,49,20,63,65,64,59,49,49,66,45,67,19,32,16,13,55,23
F. Mussis,75,5500,175.26,165,62,46,54,71,49,62,63,65,70,67,74,71,73,72,77,76,75,80,78,76,84,74,61,75,70
A. Masina,79,6500,190.5,192,78,26,70,69,37,68,64,35,68,69,63,75,63,69,43,59,64,86,76,41,66,72,58,72,68
J. Błaszczykowski,74,4400,175.26,170,75,67,48,76,76,76,75,67,65,77,69,69,74,77,76,76,63,65,70,68,62,60,72,82,65
J. Livermore,74,5500,180.34,163,65,59,69,77,59,68,69,58,73,75,65,61,65,74,72,72,69,84,77,70,78,72,61,78,78
Nicolás Formido,74,5500,182.88,170,74,57,71,75,55,74,81,76,73,75,75,67,77,78,62,71,56,67,74,75,54,54,73,72,18
Melendo,82,8500,167.64,139,74,73,42,79,35,77,41,35,77,78,69,66,82,63,90,58,55,67,59,60,57,52,71,62,58
E. Pieters,74,4300,182.88,185,69,32,74,73,34,70,70,56,62,71,67,67,62,70,62,51,72,79,83,36,88,75,64,66,75
Luisinho,74,2200,170.18,137,76,49,68,75,45,71,67,59,68,74,72,67,70,77,78,59,38,64,57,53,83,76,66,70,63
Ramalho,78,6000,180.34,150,59,40,76,69,44,48,57,34,52,57,67,74,65,70,56,22,82,65,75,34,76,72,39,66,60
Kévin Rodrigues,79,6500,170.18,154,77,42,73,78,42,53,65,51,66,76,74,74,72,64,81,58,62,73,61,50,55,69,52,65,66
R. van Wolfswinkel,74,5500,185.42,154,54,76,74,69,75,72,73,51,62,71,65,61,62,75,71,70,73,69,76,67,51,46,83,73,40
Ewerton,74,4400,187.96,196,48,30,73,67,49,59,37,40,52,64,54,61,63,69,61,53,82,60,79,32,66,78,30,73,73
A. Jahović,74,5000,190.5,198,36,79,76,63,60,66,38,40,43,67,63,64,55,62,47,77,54,55,91,65,70,15,78,69,44
M. Britos,74,3200,190.5,187,43,37,74,60,22,47,47,52,64,58,37,38,45,67,53,30,77,50,79,31,85,75,24,66,76
M. Rits,78,7000,177.8,161,67,59,47,78,58,66,67,69,71,73,65,69,69,74,74,62,53,76,67,67,68,74,72,68,75
